"0","61","project_14/site_61/2015/2/1000A-2015-02-11_00-10.flac","118282"
"0","61","project_14/site_61/2015/2/1000A-2015-02-09_00-40.flac","118357"
"0","61","project_14/site_61/2015/7/1000A-2015-07-16_00-40.flac","460326"
"0","61","project_14/site_61/2015/2/1000A-2015-02-06_00-20.flac","117782"
"0","61","project_14/site_61/2015/7/1000A-2015-07-19_00-10.flac","460817"
"0","61","project_14/site_61/2015/2/1000A-2015-02-03_00-00.flac","118539"
"0","61","project_14/site_61/2015/7/1000A-2015-07-21_00-40.flac","461154"
"0","61","project_14/site_61/2015/7/1000A-2015-07-15_00-10.flac","460157"
"0","61","project_14/site_61/2014/9/Gb005-2014-10-09_00-20.flac","17554"
"0","61","project_14/site_61/2014/9/Gb005-2014-10-01_00-40.flac","16688"
"1","61","project_14/site_61/2015/7/1000A-2015-07-16_01-30.flac","460331"
"1","61","project_14/site_61/2015/7/1000A-2015-07-24_01-50.flac","461664"
"1","61","project_14/site_61/2014/8/Gb005-2014-09-29_01-40.flac","16406"
"1","61","project_14/site_61/2015/7/1000A-2015-07-27_01-10.flac","462160"
"1","61","project_14/site_61/2015/2/1000A-2015-02-12_01-00.flac","117336"
"1","61","project_14/site_61/2015/7/1000A-2015-07-16_01-00.flac","460328"
"1","61","project_14/site_61/2015/2/1000A-2015-02-07_01-30.flac","117176"
"1","61","project_14/site_61/2015/2/1000A-2015-02-11_01-20.flac","117366"
"1","61","project_14/site_61/2015/7/1000A-2015-07-24_01-10.flac","461660"
"1","61","project_14/site_61/2014/9/Gb005-2014-10-06_01-00.flac","17325"
"2","61","project_14/site_61/2015/2/1000A-2015-02-02_02-00.flac","117866"
"2","61","project_14/site_61/2014/9/Gb005-2014-10-06_02-10.flac","17332"
"2","61","project_14/site_61/2015/7/1000A-2015-07-15_02-20.flac","460172"
"2","61","project_14/site_61/2015/2/1000A-2015-02-11_02-20.flac","117263"
"2","61","project_14/site_61/2014/9/Gb005-2014-10-08_02-20.flac","17422"
"2","61","project_14/site_61/2014/8/Gb005-2014-09-30_02-50.flac","16557"
"2","61","project_14/site_61/2014/9/Gb005-2014-10-01_02-50.flac","16701"
"2","61","project_14/site_61/2015/7/1000A-2015-07-26_02-30.flac","462001"
"2","61","project_14/site_61/2015/2/1000A-2015-02-05_02-30.flac","118494"
"2","61","project_14/site_61/2015/2/1000A-2015-02-09_02-50.flac","117625"
"3","61","project_14/site_61/2014/8/Gb005-2014-09-28_03-00.flac","16336"
"3","61","project_14/site_61/2015/7/1000A-2015-07-23_03-50.flac","461509"
"3","61","project_14/site_61/2015/7/1000A-2015-07-16_03-30.flac","460345"
"3","61","project_14/site_61/2015/7/1000A-2015-07-22_03-40.flac","461345"
"3","61","project_14/site_61/2015/2/1000A-2015-02-07_03-50.flac","117658"
"3","61","project_14/site_61/2015/1/1000A-2015-01-30_03-40.flac","116744"
"3","61","project_14/site_61/2015/7/1000A-2015-07-17_03-40.flac","460509"
"3","61","project_14/site_61/2015/7/1000A-2015-07-18_03-20.flac","460673"
"3","61","project_14/site_61/2015/2/1000A-2015-02-12_03-20.flac","117740"
"3","61","project_14/site_61/2015/2/1000A-2015-02-10_03-10.flac","118325"
"4","61","project_14/site_61/2014/9/Gb005-2014-10-02_04-50.flac","16857"
"4","61","project_14/site_61/2015/2/1000A-2015-02-09_04-40.flac","118225"
"4","61","project_14/site_61/2015/2/1000A-2015-02-02_04-00.flac","117189"
"4","61","project_14/site_61/2015/7/1000A-2015-07-16_04-50.flac","460354"
"4","61","project_14/site_61/2015/7/1000A-2015-07-27_04-00.flac","462179"
"4","61","project_14/site_61/2015/7/1000A-2015-07-25_04-30.flac","461850"
"4","61","project_14/site_61/2015/2/1000A-2015-02-03_04-00.flac","118386"
"4","61","project_14/site_61/2015/2/1000A-2015-02-01_04-10.flac","116961"
"4","61","project_14/site_61/2015/2/1000A-2015-02-09_04-10.flac","117495"
"4","61","project_14/site_61/2015/7/1000A-2015-07-20_04-40.flac","461012"
"5","61","project_14/site_61/2014/8/Gb005-2014-09-29_05-20.flac","16428"
"5","61","project_14/site_61/2015/2/1000A-2015-02-05_05-10.flac","117556"
"5","61","project_14/site_61/2014/9/Gb005-2014-10-04_05-30.flac","17064"
"5","61","project_14/site_61/2014/9/Gb005-2014-10-06_05-30.flac","17352"
"5","61","project_14/site_61/2014/9/Gb005-2014-10-01_05-10.flac","16715"
"5","61","project_14/site_61/2015/7/1000A-2015-07-18_05-40.flac","460689"
"5","61","project_14/site_61/2015/1/1000A-2015-01-31_05-30.flac","116898"
"5","61","project_14/site_61/2014/8/Gb005-2014-09-30_05-50.flac","16575"
"5","61","project_14/site_61/2015/2/1000A-2015-02-02_05-50.flac","117194"
"5","61","project_14/site_61/2014/8/Gb005-2014-09-29_05-50.flac","16432"
"6","61","project_14/site_61/2014/9/Gb005-2014-10-01_06-40.flac","16724"
"6","61","project_14/site_61/2015/7/1000A-2015-07-15_06-10.flac","460196"
"6","61","project_14/site_61/2014/9/Gb005-2014-10-05_06-00.flac","17211"
"6","61","project_14/site_61/2015/7/1000A-2015-07-26_06-50.flac","462031"
"6","61","project_14/site_61/2015/2/1000A-2015-02-02_06-20.flac","117467"
"6","61","project_14/site_61/2015/2/1000A-2015-02-05_06-50.flac","117645"
"6","61","project_14/site_61/2015/7/1000A-2015-07-17_06-20.flac","460531"
"6","61","project_14/site_61/2015/7/1000A-2015-07-16_06-50.flac","460367"
"6","61","project_14/site_61/2014/8/Gb005-2014-09-27_06-50.flac","16215"
"6","61","project_14/site_61/2015/2/1000A-2015-02-12_06-50.flac","118181"
"7","61","project_14/site_61/2014/9/Gb005-2014-10-05_07-30.flac","17220"
"7","61","project_14/site_61/2015/2/1000A-2015-02-07_07-00.flac","118125"
"7","61","project_14/site_61/2015/7/1000A-2015-07-18_07-20.flac","460701"
"7","61","project_14/site_61/2014/8/Gb005-2014-09-29_07-20.flac","16440"
"7","61","project_14/site_61/2015/7/1000A-2015-07-27_07-40.flac","462204"
"7","61","project_14/site_61/2015/2/1000A-2015-02-05_07-20.flac","117571"
"7","61","project_14/site_61/2015/1/1000A-2015-01-30_07-10.flac","116765"
"7","61","project_14/site_61/2015/2/1000A-2015-02-03_07-10.flac","117178"
"7","61","project_14/site_61/2015/2/1000A-2015-02-07_07-40.flac","117489"
"7","61","project_14/site_61/2015/7/1000A-2015-07-27_07-00.flac","462199"
"8","61","project_14/site_61/2014/8/Gb005-2014-09-28_08-20.flac","16368"
"8","61","project_14/site_61/2015/1/1000A-2015-01-31_08-50.flac","116919"
"8","61","project_14/site_61/2015/7/1000A-2015-07-20_08-40.flac","461040"
"8","61","project_14/site_61/2015/7/1000A-2015-07-17_08-20.flac","460545"
"8","61","project_14/site_61/2015/7/1000A-2015-07-20_08-10.flac","461037"
"8","61","project_14/site_61/2014/8/Gb005-2014-09-28_08-00.flac","16366"
"8","61","project_14/site_61/2014/9/Gb005-2014-10-04_08-00.flac","17079"
"8","61","project_14/site_61/2015/2/1000A-2015-02-11_08-00.flac","117521"
"8","61","project_14/site_61/2015/7/1000A-2015-07-27_08-20.flac","462208"
"8","61","project_14/site_61/2015/2/1000A-2015-02-13_08-30.flac","118089"
"9","61","project_14/site_61/2014/9/Gb005-2014-10-04_09-20.flac","17087"
"9","61","project_14/site_61/2015/2/1000A-2015-02-03_09-10.flac","117659"
"9","61","project_14/site_61/2015/7/1000A-2015-07-23_09-00.flac","461547"
"9","61","project_14/site_61/2014/8/Gb005-2014-09-30_09-50.flac","16599"
"9","61","project_14/site_61/2015/7/1000A-2015-07-25_09-10.flac","461881"
"9","61","project_14/site_61/2015/2/1000A-2015-02-01_09-00.flac","116990"
"9","61","project_14/site_61/2015/2/1000A-2015-02-11_09-20.flac","117846"
"9","61","project_14/site_61/2014/9/Gb005-2014-10-02_09-40.flac","16887"
"9","61","project_14/site_61/2015/2/1000A-2015-02-06_09-50.flac","117449"
"9","61","project_14/site_61/2015/2/1000A-2015-02-05_09-50.flac","117183"
"10","61","project_14/site_61/2015/2/1000A-2015-02-09_10-40.flac","118631"
"10","61","project_14/site_61/2014/9/Gb005-2014-10-04_10-40.flac","17095"
"10","61","project_14/site_61/2015/1/1000A-2015-01-31_10-20.flac","116926"
"10","61","project_14/site_61/2014/9/Gb005-2014-10-04_10-20.flac","17093"
"10","61","project_14/site_61/2014/9/Gb005-2014-10-05_10-50.flac","17240"
"10","61","project_14/site_61/2014/8/Gb005-2014-09-27_10-50.flac","16239"
"10","61","project_14/site_61/2015/7/1000A-2015-07-19_10-30.flac","460887"
"10","61","project_14/site_61/2015/2/1000A-2015-02-01_10-20.flac","116999"
"10","61","project_14/site_61/2014/8/Gb005-2014-09-27_10-30.flac","16237"
"10","61","project_14/site_61/2014/9/Gb005-2014-10-01_10-50.flac","16749"
"11","61","project_14/site_61/2015/2/1000A-2015-02-07_11-30.flac","118488"
"11","61","project_14/site_61/2015/7/1000A-2015-07-21_11-40.flac","461232"
"11","61","project_14/site_61/2015/7/1000A-2015-07-18_11-10.flac","460728"
"11","61","project_14/site_61/2014/9/Gb005-2014-10-04_11-30.flac","17100"
"11","61","project_14/site_61/2015/2/1000A-2015-02-12_11-00.flac","117557"
"11","61","project_14/site_61/2015/2/1000A-2015-02-07_11-50.flac","117397"
"11","61","project_14/site_61/2015/2/1000A-2015-02-02_11-00.flac","118003"
"11","61","project_14/site_61/2015/7/1000A-2015-07-26_11-50.flac","462066"
"11","61","project_14/site_61/2014/9/Gb005-2014-10-03_11-10.flac","16954"
"11","61","project_14/site_61/2015/7/1000A-2015-07-19_11-20.flac","460893"
"12","61","project_14/site_61/2015/2/1000A-2015-02-03_12-30.flac","117707"
"12","61","project_14/site_61/2014/9/Gb005-2014-10-04_12-00.flac","17103"
"12","61","project_14/site_61/2015/7/1000A-2015-07-15_12-50.flac","460244"
"12","61","project_14/site_61/2014/8/Gb005-2014-09-27_12-20.flac","16248"
"12","61","project_14/site_61/2015/2/1000A-2015-02-12_12-20.flac","117638"
"12","61","project_14/site_61/2015/7/1000A-2015-07-16_12-40.flac","460405"
"12","61","project_14/site_61/2015/2/1000A-2015-02-05_12-40.flac","117242"
"12","61","project_14/site_61/2014/8/Gb005-2014-09-26_12-50.flac","16107"
"12","61","project_14/site_61/2015/2/1000A-2015-02-01_12-50.flac","117012"
"12","61","project_14/site_61/2014/9/Gb005-2014-10-01_12-20.flac","16758"
"13","61","project_14/site_61/2014/9/Gb005-2014-10-03_13-50.flac","16970"
"13","61","project_14/site_61/2014/9/Gb005-2014-10-09_13-50.flac","17635"
"13","61","project_14/site_61/2015/2/1000A-2015-02-05_13-10.flac","117834"
"13","61","project_14/site_61/2015/7/1000A-2015-07-25_13-10.flac","461908"
"13","61","project_14/site_61/2015/2/1000A-2015-02-10_13-40.flac","117649"
"13","61","project_14/site_61/2015/7/1000A-2015-07-16_13-30.flac","460411"
"13","61","project_14/site_61/2015/7/1000A-2015-07-16_13-00.flac","460408"
"13","61","project_14/site_61/2015/7/1000A-2015-07-18_13-40.flac","460745"
"13","61","project_14/site_61/2015/7/1000A-2015-07-24_13-10.flac","461741"
"13","61","project_14/site_61/2015/7/1000A-2015-07-19_13-10.flac","460905"
"14","61","project_14/site_61/2015/7/1000A-2015-07-25_14-30.flac","461917"
"14","61","project_14/site_61/2015/7/1000A-2015-07-21_14-10.flac","461249"
"14","61","project_14/site_61/2015/7/1000A-2015-07-22_14-50.flac","461419"
"14","61","project_14/site_61/2015/7/1000A-2015-07-17_14-40.flac","460587"
"14","61","project_14/site_61/2015/2/1000A-2015-02-11_14-40.flac","118500"
"14","61","project_14/site_61/2015/7/1000A-2015-07-24_14-40.flac","461753"
"14","61","project_14/site_61/2014/9/Gb005-2014-10-09_14-10.flac","17637"
"14","61","project_14/site_61/2015/1/1000A-2015-01-30_14-20.flac","116808"
"14","61","project_14/site_61/2015/1/1000A-2015-01-30_14-50.flac","116811"
"14","61","project_14/site_61/2015/2/1000A-2015-02-07_14-00.flac","118457"
"15","61","project_14/site_61/2015/7/1000A-2015-07-19_15-20.flac","460921"
"15","61","project_14/site_61/2015/7/1000A-2015-07-20_15-20.flac","461091"
"15","61","project_14/site_61/2015/7/1000A-2015-07-26_15-40.flac","462092"
"15","61","project_14/site_61/2015/7/1000A-2015-07-23_15-40.flac","461592"
"15","61","project_14/site_61/2015/7/1000A-2015-07-26_15-00.flac","462088"
"15","61","project_14/site_61/2015/7/1000A-2015-07-14_15-40.flac","460098"
"15","61","project_14/site_61/2015/7/1000A-2015-07-24_15-50.flac","461761"
"15","61","project_14/site_61/2014/9/Gb005-2014-10-03_15-10.flac","16977"
"15","61","project_14/site_61/2014/9/Gb005-2014-10-03_15-00.flac","16978"
"15","61","project_14/site_61/2014/9/Gb005-2014-10-01_15-50.flac","16779"
"16","61","project_14/site_61/2015/7/1000A-2015-07-19_16-00.flac","460925"
"16","61","project_14/site_61/2014/8/Gb005-2014-09-27_16-50.flac","16275"
"16","61","project_14/site_61/2015/7/1000A-2015-07-17_16-20.flac","460598"
"16","61","project_14/site_61/2014/9/Gb005-2014-10-08_16-30.flac","17507"
"16","61","project_14/site_61/2015/7/1000A-2015-07-26_16-30.flac","462098"
"16","61","project_14/site_61/2014/8/Gb005-2014-09-26_16-50.flac","16131"
"16","61","project_14/site_61/2015/2/1000A-2015-02-09_16-40.flac","118579"
"16","61","project_14/site_61/2015/7/1000A-2015-07-19_16-40.flac","460931"
"16","61","project_14/site_61/2015/7/1000A-2015-07-22_16-40.flac","461433"
"16","61","project_14/site_61/2015/2/1000A-2015-02-03_16-10.flac","117760"
"17","61","project_14/site_61/2015/7/1000A-2015-07-23_17-50.flac","461607"
"17","61","project_14/site_61/2014/8/Gb005-2014-09-29_17-30.flac","16501"
"17","61","project_14/site_61/2015/7/1000A-2015-07-22_17-30.flac","461439"
"17","61","project_14/site_61/2015/7/1000A-2015-07-25_17-20.flac","461939"
"17","61","project_14/site_61/2015/2/1000A-2015-02-07_17-30.flac","117624"
"17","61","project_14/site_61/2015/7/1000A-2015-07-21_17-00.flac","462293"
"17","61","project_14/site_61/2015/7/1000A-2015-07-24_17-20.flac","461772"
"17","61","project_14/site_61/2015/7/1000A-2015-07-18_17-00.flac","460767"
"17","61","project_14/site_61/2015/7/1000A-2015-07-20_17-50.flac","461108"
"17","61","project_14/site_61/2015/7/1000A-2015-07-15_17-10.flac","460274"
"18","61","project_14/site_61/2015/7/1000A-2015-07-26_18-50.flac","462114"
"18","61","project_14/site_61/2015/2/1000A-2015-02-03_18-30.flac","118463"
"18","61","project_14/site_61/2014/9/Gb005-2014-10-08_18-30.flac","17519"
"18","61","project_14/site_61/2014/9/Gb005-2014-10-05_18-20.flac","17285"
"18","61","project_14/site_61/2015/7/1000A-2015-07-24_18-00.flac","461776"
"18","61","project_14/site_61/2015/2/1000A-2015-02-10_18-40.flac","118086"
"18","61","project_14/site_61/2014/9/Gb005-2014-10-03_18-00.flac","16995"
"18","61","project_14/site_61/2015/2/1000A-2015-02-06_18-30.flac","117383"
"18","61","project_14/site_61/2015/2/1000A-2015-02-02_18-30.flac","117655"
"18","61","project_14/site_61/2014/9/Gb005-2014-10-03_18-40.flac","16999"
"19","61","project_14/site_61/2015/2/1000A-2015-02-07_19-30.flac","117652"
"19","61","project_14/site_61/2015/2/1000A-2015-02-10_19-10.flac","118005"
"19","61","project_14/site_61/2015/7/1000A-2015-07-18_19-10.flac","460782"
"19","61","project_14/site_61/2015/1/1000A-2015-01-30_19-50.flac","116841"
"19","61","project_14/site_61/2014/9/Gb005-2014-10-03_19-20.flac","17003"
"19","61","project_14/site_61/2015/2/1000A-2015-02-03_19-00.flac","117133"
"19","61","project_14/site_61/2014/8/Gb005-2014-09-29_19-30.flac","16513"
"19","61","project_14/site_61/2015/2/1000A-2015-02-10_19-50.flac","117604"
"19","61","project_14/site_61/2014/9/Gb005-2014-10-08_19-10.flac","17522"
"19","61","project_14/site_61/2015/7/1000A-2015-07-14_19-20.flac","460124"
"20","61","project_14/site_61/2014/9/Gb005-2014-10-01_20-20.flac","16806"
"20","61","project_14/site_61/2015/7/1000A-2015-07-18_20-20.flac","460790"
"20","61","project_14/site_61/2015/2/1000A-2015-02-09_20-20.flac","117611"
"20","61","project_14/site_61/2014/8/Gb005-2014-09-27_20-50.flac","16299"
"20","61","project_14/site_61/2015/2/1000A-2015-02-02_20-40.flac","118380"
"20","61","project_14/site_61/2015/7/1000A-2015-07-24_20-40.flac","461794"
"20","61","project_14/site_61/2014/9/Gb005-2014-10-07_20-10.flac","17385"
"20","61","project_14/site_61/2014/8/Gb005-2014-09-26_20-30.flac","16153"
"20","61","project_14/site_61/2015/1/1000A-2015-01-29_20-20.flac","116695"
"20","61","project_14/site_61/2015/2/1000A-2015-02-11_20-10.flac","117295"
"21","61","project_14/site_61/2015/2/1000A-2015-02-02_21-40.flac","117218"
"21","61","project_14/site_61/2015/7/1000A-2015-07-16_21-30.flac","460466"
"21","61","project_14/site_61/2015/7/1000A-2015-07-25_21-40.flac","461968"
"21","61","project_14/site_61/2014/9/Gb005-2014-10-04_21-30.flac","17160"
"21","61","project_14/site_61/2015/7/1000A-2015-07-22_21-00.flac","461463"
"21","61","project_14/site_61/2015/2/1000A-2015-02-11_21-00.flac","117677"
"21","61","project_14/site_61/2014/8/Gb005-2014-09-30_21-40.flac","16670"
"21","61","project_14/site_61/2015/7/1000A-2015-07-20_21-00.flac","461129"
"21","61","project_14/site_61/2015/1/1000A-2015-01-29_21-10.flac","116705"
"21","61","project_14/site_61/2015/7/1000A-2015-07-26_21-00.flac","462128"
"22","61","project_14/site_61/2015/2/1000A-2015-02-04_22-30.flac","118038"
"22","61","project_14/site_61/2014/8/Gb005-2014-09-26_22-30.flac","16165"
"22","61","project_14/site_61/2015/7/1000A-2015-07-25_22-20.flac","461972"
"22","61","project_14/site_61/2014/8/Gb005-2014-09-29_22-00.flac","16528"
"22","61","project_14/site_61/2014/9/Gb005-2014-10-04_22-10.flac","17164"
"22","61","project_14/site_61/2015/7/1000A-2015-07-25_22-50.flac","461976"
"22","61","project_14/site_61/2014/8/Gb005-2014-09-29_22-50.flac","16533"
"22","61","project_14/site_61/2015/2/1000A-2015-02-05_22-50.flac","118481"
"22","61","project_14/site_61/2015/2/1000A-2015-02-12_22-10.flac","117888"
"22","61","project_14/site_61/2015/7/1000A-2015-07-18_22-10.flac","460803"
"23","61","project_14/site_61/2014/9/Gb005-2014-10-07_23-10.flac","17403"
"23","61","project_14/site_61/2015/2/1000A-2015-02-08_23-50.flac","117966"
"23","61","project_14/site_61/2014/9/Gb005-2014-10-05_23-30.flac","17316"
"23","61","project_14/site_61/2015/2/1000A-2015-02-06_23-10.flac","118266"
"23","61","project_14/site_61/2014/8/Gb005-2014-09-28_23-50.flac","16396"
"23","61","project_14/site_61/2014/8/Gb005-2014-09-30_23-00.flac","16678"
"23","61","project_14/site_61/2014/8/Gb005-2014-09-28_23-10.flac","16391"
"23","61","project_14/site_61/2015/2/1000A-2015-02-07_23-00.flac","118231"
"23","61","project_14/site_61/2015/7/1000A-2015-07-16_23-40.flac","460482"
"23","61","project_14/site_61/2014/9/Gb005-2014-10-07_23-40.flac","17406"
